"x","y"
2.87577520124614,10.9099516934083
7.88305135443807,12.9368110651942
4.089769218117,2.29822996289463
8.83017404004931,17.7566212955319
9.40467284293845,20.5724629574818
0.455564993899316,21.6993957354422
5.28105488047004,0.501786170135542
8.92419044394046,16.2100361053946
5.51435014465824,5.56637100598333
4.56614735303447,2.08017186910812
9.56833345349878,23.1081610152113
4.53334156190977,2.705144957039
6.77570635452867,7.61808481448416
5.72633401956409,1.49543344608657
1.02924682665616,15.7818664628361
8.99824970401824,21.3373945604883
2.4608773435466,7.5648174307044
0.420595335308462,21.5248151431189
3.27920719282702,2.48858164745169
9.54503649147227,20.087925264179
8.89539316063747,16.0261409173452
6.928034061566,6.95328697689173
6.40506813768297,6.19391274939134
9.94269776623696,27.845437916035
6.55705799115822,3.69711499363916
7.08530468167737,6.46799549019476
5.44066024711356,0.78498852602604
5.9414202044718,1.4518356782397
2.8915973729454,8.21466263572459
1.47113647311926,12.4216926341421
9.63024232536554,27.3497319225914
9.02299045119435,18.0038129824692
6.90705278422683,6.06592797508576
7.95467417687178,9.25304408199376
0.246136845089495,23.4504375160891
4.77795971091837,-0.584730374635028
7.58459537522867,8.31428247690799
2.16407935833558,10.8804106956672
3.18181007634848,5.95442328679067
2.31625785352662,7.63939893464803
1.42800022382289,13.1819384593013
4.14546335814521,1.72583543558675
4.13724326295778,5.73647052700444
3.68845450924709,1.44554433298279
1.52444747742265,13.7213621484334
1.3880606344901,18.8508296234779
2.33034099452198,8.9251294348723
4.65962450252846,-0.603825928363789
2.65972640365362,6.14734163520789
8.57827715342864,15.7749873445592
0.458311666734517,21.8757271731803
4.42200074205175,1.21033041508916
7.98924845643342,10.2477718660326
1.2189925997518,16.4770102550101
5.60947983758524,5.56848321471458
2.0653138961643,10.4352523037686
1.27531650243327,18.034866149349
7.53307864302769,9.67799564306415
8.95045359153301,17.3788037878437
3.74462775886059,0.510155458042193
6.65115194628015,3.68406811459969
0.948406609240919,17.4356680977657
3.83969637798145,3.44061336079241
2.7438364457339,9.69067133893226
8.14640038879588,16.4859933542771
4.48516341391951,5.36021882833455
8.10064353048801,11.3476883744993
8.12389509519562,8.24566577467198
7.94342321110889,9.8861804715511
4.39831687603146,2.54043702781513
7.54475158639252,10.1657866445821
6.29221131559461,5.5948660211193
7.10182401351631,7.78628304262673
0.00624773325398564,24.147013002032
4.75316574098542,3.76021324268999
2.20118885161355,8.94022941147783
3.79816537722945,3.79401186081254
6.12771003274247,3.42083227229549
3.51797909243032,5.05271950041466
1.11135424347594,17.1709157853848
2.43619472719729,5.23814728167966
6.6805558744818,6.29725997680216
4.17646779678762,3.45025842642719
7.88195834029466,9.7743806246375
1.02864644257352,18.0079381001773
4.34892741497606,2.69197280170668
9.84956979984418,25.9603661806827
8.93051114398986,20.7306101849835
8.86469060787931,16.4977327367636
1.75052650272846,12.8952087772394
1.30695691565052,17.9753349689997
6.53101925039664,6.45238199183892
3.43516472261399,6.73923566611246
6.56758127966896,3.30237506624945
3.20373242488131,9.23154266200844
1.87691119266674,11.8870854403507
7.82294301316142,13.7027109449706
0.935949867125601,15.814698110455
4.6677904156968,2.15233038061138
5.11505459900945,4.51306670269166
15.9998895926401,3.08258232824607
13.3282354031689,1.22325473922648
14.8861303366721,2.32587437541425
19.544738274999,-0.733447901191154
14.829023971688,3.29601606074897
18.9035022212192,3.06768347439856
19.1443818691187,-1.98731221235811
16.0873498232104,4.93511524645339
14.1068977653049,6.09056228093533
11.4709469093941,3.46038428214069
19.3529980327003,4.30458463439215
13.0122889997438,3.79517690461494
10.6072057154961,-6.21065394523924
19.4772694003768,0.287010704864319
17.2059627342969,3.44532068376994
11.4229429559782,0.683004379492807
15.4928465606645,4.23745087561535
19.5409123855643,-1.13894115843085
